No;Periode;Akses;aging;Customer_type;subscribe;order;Tagihan
139;202001;1500777;3;Bank & Finance;2038;12;26545400
316;202002;1500777;8;Bank & Finance;2038;12;31296800
490;202003;1500777;73;Bank & Finance;190;12;30619900
660;202004;1500777;122;Bank & Finance;190;12;30405600
840;202005;1500777;68;Bank & Finance;190;12;35116700
1020;202006;1500777;24;Bank & Finance;190;12;27502600
1218;202007;1500777;273;Bank & Finance;190;12;27340100
1417;202008;1500777;137;Bank & Finance;190;12;25463800
1573;202009;1500777;49;Bank & Finance;190;12;26154400
1767;202010;1500777;27;Bank & Finance;190;12;29381800
2083;202011;1500777;3;Bank & Finance;190;12;28476300
2387;202012;1500777;159;Bank & Finance;190;12;29307800
140;202001;1500785;16;RETAIL;1981;13;17000000
317;202002;1500785;20;RETAIL;1981;13;17000000
491;202003;1500785;76;RETAIL;190;13;17000000
661;202004;1500785;183;RETAIL;190;13;17000000
841;202005;1500785;68;RETAIL;190;13;17000000
1021;202006;1500785;132;RETAIL;190;13;17000000
1219;202007;1500785;149;RETAIL;190;13;17000000
1418;202008;1500785;128;RETAIL;190;13;17000000
1574;202009;1500785;52;RETAIL;190;13;17000000
1768;202010;1500785;24;RETAIL;190;13;17000000
1917;201901;1500785;3;RETAIL;190;13;17000000
2084;202011;1500785;13;RETAIL;190;13;17000000
2388;202012;1500785;145;RETAIL;190;13;17000000
141;202001;1500786;4;RETAIL;1460;12;38943300
318;202002;1500786;7;RETAIL;1460;12;32688400
492;202003;1500786;53;RETAIL;190;12;34317900
662;202004;1500786;1;RETAIL;190;12;30689100
842;202005;1500786;45;RETAIL;190;12;27414100
1022;202006;1500786;132;RETAIL;190;12;33964200
1220;202007;1500786;9;RETAIL;190;12;33305100
1419;202008;1500786;128;RETAIL;190;12;29644700
1575;202009;1500786;11;RETAIL;190;12;30822800
1769;202010;1500786;13;RETAIL;190;12;24387600
2085;202011;1500786;24;RETAIL;190;12;25672800
2389;202012;1500786;145;RETAIL;190;12;22302000
142;202001;1500788;37;Bank & Finance;2038;12;95343400
319;202002;1500788;10;Bank & Finance;2038;12;88078100
493;202003;1500788;53;Bank & Finance;190;12;75410700
663;202004;1500788;49;Bank & Finance;190;12;45000300
843;202005;1500788;67;Bank & Finance;190;12;45061700
1023;202006;1500788;133;Bank & Finance;190;12;69956700
1221;202007;1500788;20;Bank & Finance;190;12;66415300
1420;202008;1500788;140;Bank & Finance;190;12;75092000
1576;202009;1500788;24;Bank & Finance;190;12;68501900
1770;202010;1500788;27;Bank & Finance;190;12;70338200
2086;202011;1500788;5;Bank & Finance;190;12;76282400
2390;202012;1500788;145;Bank & Finance;190;12;81830600
143;202001;1500789;51;Bank & Finance;1705;12;28826300
320;202002;1500789;20;Bank & Finance;1705;12;23760900
494;202003;1500789;35;Bank & Finance;190;12;25287000
664;202004;1500789;134;Bank & Finance;190;12;25318300
844;202005;1500789;10;Bank & Finance;190;12;29464100
1024;202006;1500789;42;Bank & Finance;190;12;31742300
1222;202007;1500789;10;Bank & Finance;190;12;48574400
1421;202008;1500789;143;Bank & Finance;190;12;45225100
1577;202009;1500789;119;Bank & Finance;190;12;45416900
1771;202010;1500789;27;Bank & Finance;190;12;38383500
2087;202011;1500789;14;Bank & Finance;190;12;43992200
2391;202012;1500789;20;Bank & Finance;190;12;41402000
845;202005;1500793;14;OTOMOTIF;190;21;3500000
846;201906;1500793;27;OTOMOTIF;190;21;3500000
847;201907;1500793;36;OTOMOTIF;190;21;3500000
848;201908;1500793;38;OTOMOTIF;190;21;3500000
849;201909;1500793;35;OTOMOTIF;190;21;3500000
850;201910;1500793;35;OTOMOTIF;190;21;3500000
851;201911;1500793;32;OTOMOTIF;190;21;3500000
852;201912;1500793;36;OTOMOTIF;190;21;3500000
853;202001;1500793;34;OTOMOTIF;190;21;3500000
854;202002;1500793;7;OTOMOTIF;190;21;3500000
855;202003;1500793;7;OTOMOTIF;190;21;3500000
856;202004;1500793;36;OTOMOTIF;190;21;3500000
1025;202006;1500793;42;OTOMOTIF;190;21;2800000
1918;201905;1500793;4;OTOMOTIF;190;21;3510900
1919;201906;1500793;8;OTOMOTIF;190;21;3512000
1920;201907;1500793;8;OTOMOTIF;190;21;3514300
1921;201908;1500793;4;OTOMOTIF;190;21;3508300
1922;201909;1500793;4;OTOMOTIF;190;21;3500000
1923;201910;1500793;8;OTOMOTIF;190;21;3506800
1924;201911;1500793;8;OTOMOTIF;190;21;3500200
1925;201912;1500793;7;OTOMOTIF;190;21;3502300
1926;201908;1500795;7;Bank & Finance;190;1;2503700
1927;201907;1500797;5;Bank & Finance;190;1;2272954
144;202001;1500803;33;Bank & Finance;1460;12;17000000
321;202002;1500803;13;Bank & Finance;1460;12;17000000
495;202003;1500803;18;Bank & Finance;190;12;17000000
665;202004;1500803;30;Bank & Finance;190;12;120710300
857;202005;1500803;7;Bank & Finance;190;12;100376800
1026;202006;1500803;42;Bank & Finance;190;12;120910300
1223;202007;1500803;6;Bank & Finance;190;12;136765500
1422;202008;1500803;154;Bank & Finance;190;12;122360800
1578;202009;1500803;101;Bank & Finance;190;12;178372800
1772;202010;1500803;34;Bank & Finance;190;12;149432700
2088;202011;1500803;14;Bank & Finance;190;12;169819800
2392;202012;1500803;143;Bank & Finance;190;12;148238400
145;202001;1500808;43;Bank & Finance;1460;12;153031800
322;202002;1500808;25;Bank & Finance;1460;12;159059900
496;202003;1500808;229;Bank & Finance;190;12;188242700
666;202004;1500808;3;Bank & Finance;190;12;191377100
858;202005;1500808;9;Bank & Finance;190;12;169499400
1027;202006;1500808;42;Bank & Finance;190;12;252151700
1224;202007;1500808;4;Bank & Finance;190;12;214210100
1423;202008;1500808;14;Bank & Finance;190;12;162940900
1579;202009;1500808;15;Bank & Finance;190;12;163790000
1773;202010;1500808;42;Bank & Finance;190;12;158010100
2089;202011;1500808;7;Bank & Finance;190;12;155297500
2393;202012;1500808;134;Bank & Finance;190;12;139556700
146;202001;1500819;25;ELECTRONIC;1781;13;2000000
323;202002;1500819;50;ELECTRONIC;1781;13;2000000
497;202003;1500819;271;ELECTRONIC;190;13;2000000
667;202004;1500819;34;ELECTRONIC;190;13;2000000
859;202005;1500819;20;ELECTRONIC;190;13;2000000
1028;202006;1500819;42;ELECTRONIC;190;13;2000000
1225;202007;1500819;21;ELECTRONIC;190;13;2000000
1424;202008;1500819;5;ELECTRONIC;190;13;2000000
1580;202009;1500819;67;ELECTRONIC;190;13;2000000
1774;202010;1500819;19;ELECTRONIC;190;13;2000000
1928;201901;1500819;5;ELECTRONIC;190;13;2000000
2090;202011;1500819;1;ELECTRONIC;190;13;2000000
2394;202012;1500819;171;ELECTRONIC;190;13;2000000
1252;201901;1500825;101;Transportasi;190;12;4768400
1253;201902;1500825;157;Transportasi;190;12;4589700
1254;201903;1500825;23;Transportasi;190;12;4656000
1255;201904;1500825;75;Transportasi;190;12;4903800
1256;201905;1500825;24;Transportasi;190;12;5871800
1257;201906;1500825;9;Transportasi;190;12;5496900
1258;201907;1500825;42;Transportasi;190;12;5781100
1259;201908;1500825;12;Transportasi;190;12;5116400
1260;201909;1500825;7;Transportasi;190;12;4927700
1261;201910;1500825;126;Transportasi;190;12;4977900
1262;201911;1500825;59;Transportasi;190;12;5122200
1263;201912;1500825;43;Transportasi;190;12;5380316
147;202001;1500827;33;RETAIL;1094;12;7100000
324;202002;1500827;68;RETAIL;1094;12;7100000
498;202003;1500827;39;RETAIL;190;12;7100000
668;202004;1500827;69;RETAIL;190;12;7100000
860;202005;1500827;21;RETAIL;190;12;7687900
1029;202006;1500827;42;RETAIL;190;12;7100000
1226;202007;1500827;35;RETAIL;190;12;7100000
1425;202008;1500827;13;RETAIL;190;12;7100000
1581;202009;1500827;106;RETAIL;190;12;7100000
1775;202010;1500827;20;RETAIL;190;12;7100000
2091;202011;1500827;23;RETAIL;190;12;7100000
2395;202012;1500827;148;RETAIL;190;12;7100000
148;202001;1500830;93;MEDIS;981;12;34915400
325;202002;1500830;1;MEDIS;981;12;54556800
499;202003;1500830;35;MEDIS;190;12;56239200
669;202004;1500830;84;MEDIS;190;12;44275300
861;202005;1500830;75;MEDIS;190;12;68202600
1030;202006;1500830;42;MEDIS;190;12;100085900
1227;202007;1500830;23;MEDIS;190;12;122451700
1426;202008;1500830;17;MEDIS;190;12;137020300
1582;202009;1500830;9;MEDIS;190;12;137587000
1776;202010;1500830;9;MEDIS;190;12;162578400
2092;202011;1500830;169;MEDIS;190;12;159752000
2396;202012;1500830;124;MEDIS;190;12;238246100
149;202001;1500831;149;RETAIL;365;9;2072900
326;202002;1500831;3;RETAIL;365;9;2053700
500;202003;1500831;141;RETAIL;190;9;2022400
670;202004;1500831;2;RETAIL;190;9;2059200
862;202005;1500831;45;RETAIL;190;9;2011800
1031;202006;1500831;42;RETAIL;190;9;894660
1929;201906;1500831;7;RETAIL;190;9;1133333
1930;201907;1500831;7;RETAIL;190;9;2000000
1931;201908;1500831;8;RETAIL;190;9;2060900
150;202001;1500832;56;RETAIL;365;9;2093400
327;202002;1500832;4;RETAIL;365;9;2111200
501;202003;1500832;167;RETAIL;190;9;2114900
671;202004;1500832;14;RETAIL;190;9;2060500
863;202005;1500832;42;RETAIL;190;9;2078500
1032;202006;1500832;41;RETAIL;190;9;909177
1932;201906;1500832;11;RETAIL;190;9;1133333
1933;201907;1500832;10;RETAIL;190;9;2000000
1934;201908;1500832;10;RETAIL;190;9;2063600
1935;201901;1500837;7;Bank & Finance;190;1;2825000
151;202001;1500847;47;MEDIS;1976;12;17000000
328;202002;1500847;5;MEDIS;1976;12;17000000
502;202003;1500847;73;MEDIS;190;12;17000000
672;202004;1500847;8;MEDIS;190;12;17000000
864;202005;1500847;43;MEDIS;190;12;17000000
1033;202006;1500847;41;MEDIS;190;12;17000000
1228;202007;1500847;147;MEDIS;190;12;17000000
1427;202008;1500847;23;MEDIS;190;12;17000000
1583;202009;1500847;18;MEDIS;190;12;17000000
1777;202010;1500847;13;MEDIS;190;12;17000000
2093;202011;1500847;5;MEDIS;190;12;17000000
2397;202012;1500847;21;MEDIS;190;12;17000000
152;202001;1500852;14;Bank & Finance;1413;12;17000000
329;202002;1500852;23;Bank & Finance;1413;12;17000000
503;202003;1500852;63;Bank & Finance;190;12;17000000
673;202004;1500852;34;Bank & Finance;190;12;17000000
865;202005;1500852;43;Bank & Finance;190;12;17000000
1034;202006;1500852;41;Bank & Finance;190;12;17000000
1229;202007;1500852;36;Bank & Finance;190;12;17000000
1428;202008;1500852;20;Bank & Finance;190;12;17000000
1584;202009;1500852;40;Bank & Finance;190;12;17000000
1778;202010;1500852;5;Bank & Finance;190;12;17000000
2094;202011;1500852;1;Bank & Finance;190;12;17000000
2398;202012;1500852;225;Bank & Finance;190;12;17000000
153;202001;1500855;16;Bank & Finance;1460;12;17000000
330;202002;1500855;7;Bank & Finance;1460;12;17000000
504;202003;1500855;272;Bank & Finance;190;12;17000000
674;202004;1500855;186;Bank & Finance;190;12;17000000
866;202005;1500855;18;Bank & Finance;190;12;17000000
1035;202006;1500855;57;Bank & Finance;190;12;17000000
1230;202007;1500855;22;Bank & Finance;190;12;17000000
1429;202008;1500855;7;Bank & Finance;190;12;17000000
1585;202009;1500855;8;Bank & Finance;190;12;17000000
1779;202010;1500855;7;Bank & Finance;190;12;17000000
2095;202011;1500855;4;Bank & Finance;190;12;17000000
2399;202012;1500855;7;Bank & Finance;190;12;17000000
154;202001;1500858;11;ELECTRONIC;1460;12;23000000
331;202002;1500858;62;ELECTRONIC;1460;12;23000000
505;202003;1500858;71;ELECTRONIC;190;12;23000000
675;202004;1500858;18;ELECTRONIC;190;12;23000000
867;202005;1500858;27;ELECTRONIC;190;12;23000000
1036;202006;1500858;53;ELECTRONIC;190;12;23000000
1231;202007;1500858;43;ELECTRONIC;190;12;23000000
1430;202008;1500858;21;ELECTRONIC;190;12;23000000
1586;202009;1500858;16;ELECTRONIC;190;12;23000000
1780;202010;1500858;9;ELECTRONIC;190;12;23000000
2096;202011;1500858;1;ELECTRONIC;190;12;23000000
2400;202012;1500858;8;ELECTRONIC;190;12;23000000
155;202001;1500879;3;Bank & Finance;1214;12;2206300
332;202002;1500879;61;Bank & Finance;1214;12;2243800
506;202003;1500879;286;Bank & Finance;190;12;2411300
676;202004;1500879;18;Bank & Finance;190;12;2301200
868;202005;1500879;27;Bank & Finance;190;12;2283400
1037;202006;1500879;48;Bank & Finance;190;12;2341400
1232;202007;1500879;43;Bank & Finance;190;12;2395400
1431;202008;1500879;4;Bank & Finance;190;12;2411400
1587;202009;1500879;6;Bank & Finance;190;12;2324600
1781;202010;1500879;6;Bank & Finance;190;12;2309400
2097;202011;1500879;16;Bank & Finance;190;12;2321800
2401;202012;1500879;1;Bank & Finance;190;12;2350700
156;202001;1500881;14;Bank & Finance;1532;12;6500000
333;202002;1500881;7;Bank & Finance;1532;12;6500000
507;202003;1500881;68;Bank & Finance;190;12;6500000
677;202004;1500881;8;Bank & Finance;190;12;6500000
869;202005;1500881;8;Bank & Finance;190;12;6500000
1038;202006;1500881;33;Bank & Finance;190;12;6500000
1233;202007;1500881;36;Bank & Finance;190;12;6500000
1432;202008;1500881;7;Bank & Finance;190;12;6500000
1588;202009;1500881;6;Bank & Finance;190;12;6500000
1782;202010;1500881;10;Bank & Finance;190;12;6500000
2098;202011;1500881;3;Bank & Finance;190;12;6500000
2402;202012;1500881;10;Bank & Finance;190;12;6500000
157;202001;1500888;25;Bank & Finance;2038;12;3394923600
334;202002;1500888;83;Bank & Finance;2038;12;3165516300
508;202003;1500888;19;Bank & Finance;190;12;3683792800
678;202004;1500888;1;Bank & Finance;190;12;3603104700
870;202005;1500888;12;Bank & Finance;190;12;3785096700
1039;202006;1500888;33;Bank & Finance;190;12;3889127200
1234;202007;1500888;21;Bank & Finance;190;12;3746955100
1433;202008;1500888;7;Bank & Finance;190;12;3628429700
1589;202009;1500888;7;Bank & Finance;190;12;3712093800
1783;202010;1500888;35;Bank & Finance;190;12;3542414600
2099;202011;1500888;3;Bank & Finance;190;12;3568521900
2403;202012;1500888;87;Bank & Finance;190;12;3545339900
1936;201903;1500892;7;Bank & Finance;190;2;2272200
1937;201904;1500892;7;Bank & Finance;190;2;1348326
1938;201903;1500893;11;Bank & Finance;190;2;2647100
1939;201904;1500893;11;Bank & Finance;190;2;1399780
1940;201903;1500894;11;Bank & Finance;190;2;2592400
1941;201904;1500894;11;Bank & Finance;190;2;1428906
158;202001;1500898;238;OTOMOTIF;1460;6;17000000
335;202002;1500898;38;OTOMOTIF;1460;6;17000000
509;202003;1500898;16;OTOMOTIF;190;6;17000000
679;202004;1500898;13;OTOMOTIF;190;6;17000000
871;202005;1500898;25;OTOMOTIF;190;6;17000000
1040;202006;1500898;48;OTOMOTIF;190;6;13600000
159;202001;1500899;238;Bank & Finance;731;5;16000000
336;202002;1500899;22;Bank & Finance;731;5;16000000
510;202003;1500899;44;Bank & Finance;190;5;16000000
680;202004;1500899;2;Bank & Finance;190;5;16000000
872;202005;1500899;21;Bank & Finance;190;5;16000000
160;202001;1500900;238;RETAIL;1981;12;32894800
337;202002;1500900;2;RETAIL;1981;12;30975500
511;202003;1500900;47;RETAIL;190;12;29490600
681;202004;1500900;8;RETAIL;190;12;17228200
873;202005;1500900;1;RETAIL;190;12;28244500
1041;202006;1500900;48;RETAIL;190;12;23545200
1235;202007;1500900;259;RETAIL;190;12;25315800
1434;202008;1500900;15;RETAIL;190;12;25808800
1590;202009;1500900;5;RETAIL;190;12;23322000
1784;202010;1500900;31;RETAIL;190;12;23304200
2100;202011;1500900;16;RETAIL;190;12;22648800
2404;202012;1500900;48;RETAIL;190;12;26574200
161;202001;1500907;18;MEDIS;1645;12;3500000
338;202002;1500907;17;MEDIS;1645;12;3500000
512;202003;1500907;84;MEDIS;190;12;3500000
682;202004;1500907;8;MEDIS;190;12;3500000
874;202005;1500907;35;MEDIS;190;12;3500000
1042;202006;1500907;48;MEDIS;190;12;3500000
1236;202007;1500907;98;MEDIS;190;12;3500000
1435;202008;1500907;14;MEDIS;190;12;3500000
1591;202009;1500907;17;MEDIS;190;12;3500000
1785;202010;1500907;36;MEDIS;190;12;3500000
2101;202011;1500907;19;MEDIS;190;12;3500000
2405;202012;1500907;112;MEDIS;190;12;3500000
162;202001;1500908;43;MEDIS;1705;12;6508300
339;202002;1500908;23;MEDIS;1705;12;5459500
513;202003;1500908;149;MEDIS;190;12;5544600
683;202004;1500908;8;MEDIS;190;12;4135500
875;202005;1500908;36;MEDIS;190;12;3923200
1043;202006;1500908;48;MEDIS;190;12;4986400
1237;202007;1500908;94;MEDIS;190;12;4774000
1436;202008;1500908;14;MEDIS;190;12;6848100
1592;202009;1500908;9;MEDIS;190;12;5598700
1786;202010;1500908;14;MEDIS;190;12;5533400
2102;202011;1500908;33;MEDIS;190;12;6479700
2406;202012;1500908;97;MEDIS;190;12;7539500
1942;201905;1500909;6;Bank & Finance;190;1;1467742
163;202001;1500910;22;Bank & Finance;1248;12;62772381
340;202002;1500910;12;Bank & Finance;1248;12;54376348
514;202003;1500910;19;Bank & Finance;190;12;50409998
684;202004;1500910;10;Bank & Finance;190;12;63999098
876;202005;1500910;35;Bank & Finance;190;12;45773732
1044;202006;1500910;48;Bank & Finance;190;12;52921598
1238;202007;1500910;199;Bank & Finance;190;12;56115831
1437;202008;1500910;21;Bank & Finance;190;12;121153996
1593;202009;1500910;14;Bank & Finance;190;12;158718600
1787;202010;1500910;8;Bank & Finance;190;12;75280700
2103;202011;1500910;25;Bank & Finance;190;12;63803000
2407;202012;1500910;84;Bank & Finance;190;12;57957200
164;202001;1500911;15;MEDIS;1460;12;17000000
341;202002;1500911;23;MEDIS;1460;12;17000000
515;202003;1500911;15;MEDIS;190;12;17000000
685;202004;1500911;1;MEDIS;190;12;17000000
877;202005;1500911;31;MEDIS;190;12;17000000
1045;202006;1500911;48;MEDIS;190;12;17000000
1239;202007;1500911;105;MEDIS;190;12;17000000
1438;202008;1500911;19;MEDIS;190;12;17000000
1594;202009;1500911;9;MEDIS;190;12;17000000
1788;202010;1500911;19;MEDIS;190;12;17000000
2104;202011;1500911;42;MEDIS;190;12;17000000
2408;202012;1500911;78;MEDIS;190;12;17000000
1264;201901;1500919;25;Bank & Finance;190;2;45050100
1943;201901;1500919;23;Bank & Finance;190;2;45050100
165;202001;1500929;157;KONSTRUKSI;1477;12;5629600
342;202002;1500929;12;KONSTRUKSI;1477;12;5624900
516;202003;1500929;41;KONSTRUKSI;190;12;5586100
686;202004;1500929;7;KONSTRUKSI;190;12;5543300
878;202005;1500929;25;KONSTRUKSI;190;12;5515800
1046;202006;1500929;48;KONSTRUKSI;190;12;5552700
1240;202007;1500929;109;KONSTRUKSI;190;12;5570300
1439;202008;1500929;1;KONSTRUKSI;190;12;5543600
1595;202009;1500929;21;KONSTRUKSI;190;12;5533800
1789;202010;1500929;58;KONSTRUKSI;190;12;5481900
2105;202011;1500929;7;KONSTRUKSI;190;12;5542500
2409;202012;1500929;191;KONSTRUKSI;190;12;5542100
1944;201906;1500932;30;Bank & Finance;190;3;282500
1945;201907;1500932;13;Bank & Finance;190;3;2825000
1946;201908;1500932;37;Bank & Finance;190;3;2850500
166;202001;1500933;31;RETAIL;1457;12;26455000
343;202002;1500933;5;RETAIL;1457;12;26598500
517;202003;1500933;39;RETAIL;190;12;29903600
687;202004;1500933;18;RETAIL;190;12;44158600
879;202005;1500933;167;RETAIL;190;12;51327400
1047;202006;1500933;57;RETAIL;190;12;46380600
1241;202007;1500933;40;RETAIL;190;12;46200800
1440;202008;1500933;1;RETAIL;190;12;42639700
1596;202009;1500933;9;RETAIL;190;12;55198800
1790;202010;1500933;39;RETAIL;190;12;43400600
2106;202011;1500933;20;RETAIL;190;12;48904900
2410;202012;1500933;137;RETAIL;190;12;39486700
1947;201906;1500934;23;Bank & Finance;190;3;282500
1948;201907;1500934;22;Bank & Finance;190;3;2825000
1949;201908;1500934;26;Bank & Finance;190;3;2825400
1950;201906;1500935;141;Bank & Finance;190;3;282500
1951;201907;1500935;10;Bank & Finance;190;3;2825000
1952;201908;1500935;30;Bank & Finance;190;3;2853100
167;202001;1500936;7;OTOMOTIF;365;5;3500000
344;202002;1500936;7;OTOMOTIF;365;5;3500000
518;202003;1500936;41;OTOMOTIF;190;5;1919355
1953;201903;1500936;17;OTOMOTIF;190;5;1580645
1954;201904;1500936;20;OTOMOTIF;190;5;3500000
1955;201901;1500937;151;Bank & Finance;190;1;2825000
168;202001;1500938;191;Bank & Finance;1322;12;17000000
345;202002;1500938;15;Bank & Finance;1322;12;17000000
519;202003;1500938;17;Bank & Finance;190;12;17000000
688;202004;1500938;7;Bank & Finance;190;12;17000000
880;202005;1500938;46;Bank & Finance;190;12;17000000
1048;202006;1500938;39;Bank & Finance;190;12;17000000
1242;202007;1500938;36;Bank & Finance;190;12;17000000
1441;202008;1500938;93;Bank & Finance;190;12;17000000
1597;202009;1500938;2;Bank & Finance;190;12;17000000
1791;202010;1500938;34;Bank & Finance;190;12;17000000
2107;202011;1500938;1;Bank & Finance;190;12;17000000
2411;202012;1500938;128;Bank & Finance;190;12;17000000
169;202001;1500963;121;KONSTRUKSI;1563;12;8988600
346;202002;1500963;24;KONSTRUKSI;1563;12;10304200
520;202003;1500963;3;KONSTRUKSI;190;12;9002100
689;202004;1500963;7;KONSTRUKSI;190;12;3028000
881;202005;1500963;48;KONSTRUKSI;190;12;2541900
1049;202006;1500963;46;KONSTRUKSI;190;12;2574500
1243;202007;1500963;13;KONSTRUKSI;190;12;2750600
1442;202008;1500963;15;KONSTRUKSI;190;12;2599600
1598;202009;1500963;63;KONSTRUKSI;190;12;2067500
1792;202010;1500963;33;KONSTRUKSI;190;12;3277400
2108;202011;1500963;15;KONSTRUKSI;190;12;2000000
2412;202012;1500963;128;KONSTRUKSI;190;12;2030600
170;202001;1500975;7;RETAIL;365;4;2507400
347;202002;1500975;13;RETAIL;365;4;2707967
1956;201903;1500975;154;RETAIL;190;4;2016129
1957;201904;1500975;214;RETAIL;190;4;2500000
171;202001;1500977;10;ELECTRONIC;1497;12;3500000
348;202002;1500977;6;ELECTRONIC;1497;12;3500000
521;202003;1500977;46;ELECTRONIC;190;12;3500000
690;202004;1500977;10;ELECTRONIC;190;12;3500000
882;202005;1500977;69;ELECTRONIC;190;12;3500000
1050;202006;1500977;43;ELECTRONIC;190;12;3500000
1244;202007;1500977;191;ELECTRONIC;190;12;3500000
1443;202008;1500977;21;ELECTRONIC;190;12;3500000
1599;202009;1500977;21;ELECTRONIC;190;12;3500000
1793;202010;1500977;34;ELECTRONIC;190;12;3500000
2109;202011;1500977;21;ELECTRONIC;190;12;3500000
2413;202012;1500977;140;ELECTRONIC;190;12;3500000
172;202001;1500980;14;Bank & Finance;2103;12;109877300
349;202002;1500980;3;Bank & Finance;2103;12;101053700
522;202003;1500980;18;Bank & Finance;190;12;103277600
691;202004;1500980;100;Bank & Finance;190;12;99614600
883;202005;1500980;30;Bank & Finance;190;12;85107700
1051;202006;1500980;46;Bank & Finance;190;12;112158200
1245;202007;1500980;1;Bank & Finance;190;12;115511200
1444;202008;1500980;6;Bank & Finance;190;12;104952300
1600;202009;1500980;13;Bank & Finance;190;12;112640500
1794;202010;1500980;35;Bank & Finance;190;12;96793800
2110;202011;1500980;26;Bank & Finance;190;12;108492400
2414;202012;1500980;143;Bank & Finance;190;12;88658300
1958;201905;1500982;16;Bank & Finance;190;3;2296400
1959;201906;1500982;84;Bank & Finance;190;3;2285200
1960;201907;1500982;70;Bank & Finance;190;3;893032
173;202001;1500985;14;Bank & Finance;1109;12;2427800
350;202002;1500985;3;Bank & Finance;1109;12;2260700
523;202003;1500985;181;Bank & Finance;190;12;2206400
692;202004;1500985;19;Bank & Finance;190;12;2132800
884;202005;1500985;258;Bank & Finance;190;12;2266800
1052;202006;1500985;55;Bank & Finance;190;12;2173100
1246;202007;1500985;166;Bank & Finance;190;12;2139300
1445;202008;1500985;14;Bank & Finance;190;12;2423800
1601;202009;1500985;7;Bank & Finance;190;12;2344700
1795;202010;1500985;30;Bank & Finance;190;12;2276100
2111;202011;1500985;3;Bank & Finance;190;12;2540300
2415;202012;1500985;154;Bank & Finance;190;12;2482800
174;202001;1500987;11;ELECTRONIC;1455;12;8374700
351;202002;1500987;4;ELECTRONIC;1455;12;6841400
524;202003;1500987;119;ELECTRONIC;190;12;6992400
693;202004;1500987;7;ELECTRONIC;190;12;6783600
885;202005;1500987;80;ELECTRONIC;190;12;6019100
1053;202006;1500987;41;ELECTRONIC;190;12;6947800
1247;202007;1500987;20;ELECTRONIC;190;12;6952300
1446;202008;1500987;14;ELECTRONIC;190;12;6982900
1602;202009;1500987;14;ELECTRONIC;190;12;6960800
1796;202010;1500987;85;ELECTRONIC;190;12;7084300
2112;202011;1500987;18;ELECTRONIC;190;12;6840200
2416;202012;1500987;14;ELECTRONIC;190;12;6223700
175;202001;1500988;339;RETAIL;1457;12;17000000
352;202002;1500988;4;RETAIL;1457;12;17000000
525;202003;1500988;22;RETAIL;190;12;17000000
694;202004;1500988;16;RETAIL;190;12;17000000
886;202005;1500988;12;RETAIL;190;12;17000000
1054;202006;1500988;39;RETAIL;190;12;19319600
1248;202007;1500988;9;RETAIL;190;12;17000000
1447;202008;1500988;13;RETAIL;190;12;17000000
1603;202009;1500988;43;RETAIL;190;12;17000000
1797;202010;1500988;53;RETAIL;190;12;17000000
2113;202011;1500988;18;RETAIL;190;12;17000000
2417;202012;1500988;5;RETAIL;190;12;17000000
176;202001;1500989;102;OTOMOTIF;1460;6;17000000
353;202002;1500989;4;OTOMOTIF;1460;6;17000000
526;202003;1500989;30;OTOMOTIF;190;6;17000000
695;202004;1500989;8;OTOMOTIF;190;6;17000000
887;202005;1500989;109;OTOMOTIF;190;6;17000000
1055;202006;1500989;41;OTOMOTIF;190;6;13600000
177;202001;1500994;103;KONSTRUKSI;1269;13;2000200
354;202002;1500994;4;KONSTRUKSI;1269;13;2000900
527;202003;1500994;22;KONSTRUKSI;190;13;2000500
696;202004;1500994;6;KONSTRUKSI;190;13;2000000
888;202005;1500994;17;KONSTRUKSI;190;13;2000000
1056;202006;1500994;41;KONSTRUKSI;190;13;2000000
1249;202007;1500994;44;KONSTRUKSI;190;13;2000000
1448;202008;1500994;22;KONSTRUKSI;190;13;2000000
1604;202009;1500994;4;KONSTRUKSI;190;13;2000000
1798;202010;1500994;165;KONSTRUKSI;190;13;2000000
1961;201901;1500994;141;KONSTRUKSI;190;13;2000000
2114;202011;1500994;10;KONSTRUKSI;190;13;2000000
2418;202012;1500994;13;KONSTRUKSI;190;13;2000000
178;202001;1500998;75;Bank & Finance;2038;12;17000000
355;202002;1500998;64;Bank & Finance;2038;12;17000000
528;202003;1500998;30;Bank & Finance;190;12;17000000
697;202004;1500998;20;Bank & Finance;190;12;17000000
889;202005;1500998;26;Bank & Finance;190;12;17000000
1057;202006;1500998;41;Bank & Finance;190;12;17000000
1250;202007;1500998;55;Bank & Finance;190;12;17000000
1449;202008;1500998;18;Bank & Finance;190;12;17000000
1605;202009;1500998;5;Bank & Finance;190;12;17000000
1799;202010;1500998;48;Bank & Finance;190;12;17000000
2115;202011;1500998;7;Bank & Finance;190;12;17000000
2419;202012;1500998;17;Bank & Finance;190;12;17000000
179;202001;1500999;84;Bank & Finance;2010;12;95965600
356;202002;1500999;83;Bank & Finance;2010;12;91193400
529;202003;1500999;98;Bank & Finance;190;12;89264700
698;202004;1500999;177;Bank & Finance;190;12;99929000
890;202005;1500999;45;Bank & Finance;190;12;111309500
1058;202006;1500999;39;Bank & Finance;190;12;112806200
1251;202007;1500999;68;Bank & Finance;190;12;101710800
1450;202008;1500999;29;Bank & Finance;190;12;96820300
